status,confirmed,last_contacted,retailer,license,city,contact,phone,email,delivery,notes,price_points,pipeline_code,pipeline_label,region,completeness_score,price_tier
,true,2025-02-25,THE GREEN NUGGET,414995,Pullman,Josh Mondau is the buyer,,inventory@thegreennuggetcannabis.com Purchasing@thegreennuggetcannabis.com,https://thegreennugget.appointlet.com/,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Eastern WA,5,premium
,true,2025-02-25,THE GREEN NUGGET,427121,Spokane,Josh Mondau is the buyer,,inventory@thegreennuggetcannabis.com Purchasing@thegreennuggetcannabis.com,https://thegreennugget.appointlet.com/,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Eastern WA,5,premium
,false,,THE GREEN SEED,086054,Moses Lake,,,,,does not like us,,I2,"I2 - Unconfirmed, some contact",Central WA,1,unknown
,true,,THE GREEN SHELF,414958,Ellensburg,Brittany,509.304.9790,thegreenshelf@yahoo.com,,Right by the University,,I2,I2 - Contacted/has notes,Central WA,4,unknown
,true,2025-02-25,THE HAPPY CROP SHOPPE,413600,Cashmere,Jessica,(509) 888-2454,"Jessica@thehappycropshoppe.com
thcshoppe@gmail.com
rachel@thehappycropshoppe.com",,Emailed Jessica to send over a new menu and updated contact. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Central WA,6,premium
,true,2025-02-25,THE HAPPY CROP SHOPPE,413481,East Wenatchee,Jessica,(509) 888-1597,"Jessica@thehappycropshoppe.com
thcshoppe@gmail.com
rachel@thehappycropshoppe.com",,Emailed Jessica to send over a new menu and updated contact. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Central WA,6,premium
,true,2025-02-25,THE HAPPY CROP SHOPPE,420934,Wenatchee,,(509) 888-7957,"Jessica@thehappycropshoppe.com
thcshoppe@gmail.com
rachel@thehappycropshoppe.com",,Emailed Jessica to send over a new menu and updated contact. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Central WA,5,premium
,false,,THE HERBAL GARDENS,423634,Tacoma,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
Active,true,2025-02-19,THE HERBERY - Chakalov,71368,Vancouver,mike.mccoy@theherberynw.com,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,"Left a message for Mike, emailed him all my contact info and he emailed me back with his inventory for me to put together mock orders and send back for approval. I emailed Mike inquiried about feature farm of the month or daily deal, I think that would really help push Fireline faster if they offer it. 02.19.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),SW Washington,7,premium
Active,true,2025-05-19,THE HERBERY - BLVD,414761,Vancouver,mike.mccoy@theherberynw.com,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,Gave Mike the $8 price point to help move the flower for his locations since they are so close to mainstreet. Keith mended that relationship. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),SW Washington,7,premium
Active,true,2025-05-19,THE HERBERY - St John,426563,Vancouver,mike.mccoy@theherberynw.com,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,Gave Mike the $8 price point to help move the flower for his locations since they are so close to mainstreet. Keith mended that relationship. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),SW Washington,7,premium
Active,true,2025-05-19,THE HERBERY - 78th (H4),428826,Vancouver,mike.mccoy@theherberynw.com,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,Gave Mike the $8 price point to help move the flower for his locations since they are so close to mainstreet. Keith mended that relationship. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),SW Washington,7,premium
Active,true,2025-05-19,THE HERBERY -4th,430925,Vancouver,mike.mccoy@theherberynw.com,Mike's cell # 1-503-799-3013,mike.mccoy@theherberynw.com   icc@theherberynw.com,https://theherberynw.com/deliveries/,Gave Mike the $8 price point to help move the flower for his locations since they are so close to mainstreet. Keith mended that relationship. NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),SW Washington,7,premium
,false,,THE HIDDEN BUSH,412921,Port Angeles,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
,false,2025-10-10,THE JOINT,420389,Burien,,,,,10.10.2025 - RM messaged Shy Sadis the Owner to try to schedule a meeting to get into all Joint locations. We currently work with U District location.,,I2,"I2 - Unconfirmed, some contact",Seattle Metro,2,unknown
,true,2025-10-10,THE JOINT,414893,Everett,sam and Felicia,(425) 374-1000,everett@thejointllc.com,,"10.10.2025 - RM messaged Shy Sadis the Owner to try to schedule a meeting to get into all Joint locations. 
We currently work with U District location..Emailed with 420 Special Deals and Greenline.",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I3,I3 - Active dialogue/meeting,Seattle Metro,6,premium
,false,2025-10-10,THE JOINT,434494,Tacoma,Racheal,,,,10.10.2025 - RM messaged Shy Sadis the Owner to try to schedule a meeting to get into all Joint locations. We currently work with U District location.,,I2,"I2 - Unconfirmed, some contact",South Sound,3,unknown
Active,true,2025-10-10,THE JOINT,421804,Seattle,Alexx is the buyer,(206) 632-2513,thejointseattle@gmail.com,10am-3pm Monday through Friday - they will take orders on weekends,"10.10.2025 - RM messaged Shy Sadis the Owner to try to schedule a meeting to get into all Joint locations. We currently work with U District location.
Talked to Mike, he is the new buyer and the email stayed the same. 02.17.25. Emailed Mike for a restock 03.06.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Seattle Metro,7,premium
Active,true,2025-09-22,THE KUSHERY Cathcart,415507,Everett,Ang is the buyer,Store - (425) 337-5145  (Josh Shade - Owner - Cell # (425) 633-7515),Angkusheryevergreen@gmail.com thekusheryjosh@gmail.com - Josh is the owner of all Kushery locations,,"Reached out to Ang about a restock on flower, pre rolls and dabs 06.04.25 - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25",$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,6,standard
Active,true,2025-09-22,THE KUSHERY Evergreen way Dealership,430774,Everett,Dominic is the buyer,(425) 259-7958,kusheryevergreen@gmail.com,,Reached out to Dom about a restock on flower and pre rolls 06.04.25 - he let me put together a mock order for him - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25,$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,6,standard
Active,true,2025-09-22,THE KUSHERY LFP,415513,Lake Forest Park,Alaura is the buyer,(206) 403-1106,Sarahfkushery@gmail.com,,Alaura gave me her updated contact info as she is still the buyer 02.17.25 - Reached out for inventory levels 03.12.25 - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25,$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,6,standard
Active,true,2025-09-22,THE KUSHERY Monroe,361676,Snohomish,Nick is the buyer,(360) 217-8951,monroekushery23@mail.com,,"Nick reached out about doing a case wrap, I sent the info to Keith to see if he was interested. 05.20.25 - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25",$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,6,standard
Active,true,2025-09-22,THE KUSHERY Clearview,437800,Snohomish,Marly is the buyer - you can call or email,(360) 863-3256,marlywkushery@mail.com,,"Reached out to Marly for an order, she let me put together a mock order for her - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25",$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,6,standard
Active,true,2025-09-22,THE KUSHERY Stanwood,420645,Stanwood,Kristen is the buyer,(360) 939-0400,kristenkusherystanwood@mail.com,,Called and talked to a budtender who confirmed that the contact info I have is correct and she is still the buyer 02.17.25 - Reached out for inventory levels 03.12.25 - Emailed that we are now in headset and if they accept I can see there inventory through that instead of them sending it to me every week! 09.22.25,$2.50-1g /$8.00 - 3.5g/ $32 - 14g/ $64 - 28g/  - 15% off every order for FireLine Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,6,standard
,false,2025-02-22,THE LINK,422632,Longview,,,,,Talked to Crash and working to get orders going at both locations. - WL,,I2,"I2 - Unconfirmed, some contact",SW Washington,2,unknown
,false,2025-02-24,LUCKY LEAF CO,435675,Pasco,,,,,This is not Davids shop,,I2,"I2 - Unconfirmed, some contact",Eastern WA,2,unknown
,true,2025-02-24,THE LUCKY LEAF,435362,Pasco,David is the owner,,inventory@luckyleaf.co manager@luckyleaf.co ben@luckyleaf.co david@luckyleaf.co,,Samples are getting sent and I have talked to David. - WL,,I4,I4 - Samples sent,Eastern WA,4,unknown
,true,2025-04-02,THE MARIJUANA MERCANTILE,415216,Granite Falls,Doug Frasier is the buyer,(360) 572-0013,Marijuanamercantile@gmail.com,,"Reached out with a price adjustment, Naomi keeps telling me they only sell cheap flower at this location so I ajusted there pricing to fit what I think might work for them.",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  - Greenline 14g for $20 and 28gs for $35,I2,I2 - Contacted/has notes,Seattle Metro,6,standard
,true,,THE NOVEL TREE,414983,Bellevue,Kirby is the buyer,(425) 867-2700,kirby@novel-tree.com,,,,I1,"I1 - Confirmed, cold lead",Seattle Metro,3,unknown
,true,,THE NOVEL TREE,434843,Bremerton,Kirby is the buyer,(360) 616-2014,kirby@novel-tree.com,,,,I1,"I1 - Confirmed, cold lead",Peninsula/Islands,3,unknown
Active,true,,Clear Mind Cannabis (THE PACIFIC OUTPOST),434994,Pasco,,,purchasing@thepacificoutpost.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/,R2,R2 - Active but stale (>90 days),Eastern WA,3,premium
,false,,The Pot Shop Bellingham,430084,Bellingham,,,,,,,I1,I1 - Unconfirmed cold lead,NW Washington,0,unknown
,true,2025-02-20,THE REEF,413870,Bremerton,Paige is the buyer,,paige@thereefstores.com,,,,I2,I2 - Contacted/has notes,Peninsula/Islands,3,unknown
,true,2025-02-20,THE REEF,426562,Seattle,Paige is the buyer,,paige@thereefstores.com,,,,I2,I2 - Contacted/has notes,Seattle Metro,3,unknown
,true,2025-02-20,THE REEF,432849,Seattle,Paige is the buyer,,paige@thereefstores.com,,,,I2,I2 - Contacted/has notes,Seattle Metro,3,unknown
,true,,THE ROOT CELLAR,415343,Belfair,Marsha,360.552.2359,mrsmarshathomas@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Other/Unclassified,3,unknown
,false,,"THE SAGE SHOP, LLC",430775,Oroville,,,,,,,I1,I1 - Unconfirmed cold lead,Other/Unclassified,0,unknown
,true,2025-02-20,THE STASH BOX,412494,Auburn,Tim - buyer Ceasar - buyer,James Blankenship,purchasing@thestashboxllc.com,,,,I2,I2 - Contacted/has notes,Seattle Metro,3,unknown
,true,,THE STATION NW LL/TRADE- THE STATION,422944,Ellensburg,,,dayne@firehousenw.com,,,,I1,"I1 - Confirmed, cold lead",Central WA,1,unknown
Active,true,2025-02-27,The Tribal Joint - Tribal,430795,Darrington,Demi is the buyer,(360) 436-2835,thetribaljoint@gmail.com,,Talked to a budtender who confirmed that Demi is still the buyer and email is correct 02.27.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),NW Washington,6,premium
Active,false,2025-04-03,THE TOP SHELF,414716,Airway Heights,,,thetopshelf509@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Eastern WA,3,premium
Active,true,2025-02-11,THE VAULT Seattle (HerbN Elements),413570,Seattle,Dani is the operational manager and Jesse is the buyer for now,(206) 535-8769 call (425)322-3211 for payment queries,sales@thevaultcannabis.com Dani@thevaultcannabis.com,You have to pick up payment from headquarters in LK Stevens otherwise they will mail the check - they do not do payment upon delivery,Emailed Chase his final invoice for Spokane location and gave him updated contact info 02.11.25 - We take 20% off every order for them to have FireLine Fridays 02.27.25,$3.00-1g /$10.00- 3.5g/ $38- 14g/ $75 - 28g/  - 20% off every order for Fireline Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,7,premium
Active,true,2025-02-11,THE VAULT Spokane,426050,Spokane,Dani is the operational manager and Jesse is the buyer for now,(509) 315-9262  call (425)322-3211 for payment queries,sales@thevaultcannabis.com Dani@thevaultcannabis.com,You have to pick up payment from headquarters in LK Stevens otherwise they will mail the check - they do not do payment upon delivery,Emailed Chase his final invoice for Spokane location and gave him updated contact info 02.11.25 - We take 20% off every order for them to have FireLine Fridays 02.27.25,$3.00-1g /$10.00- 3.5g/ $38- 14g/ $75 - 28g/  - 20% off every order for Fireline Fridays,R2,R2 - Active but stale (>90 days),Eastern WA,7,premium
Active,true,2025-02-11,THE VAULT CANNABIS Lake Stevens,414829,Lake Stevens,Dani is the operational manager and Jesse is the buyer for now,425-248-8559 call (425)322-3211 for payment queries,sales@thevaultcannabis.com Dani@thevaultcannabis.com,You have to pick up payment from headquarters in LK Stevens otherwise they will mail the check - they do not do payment upon delivery,Emailed Chase his final invoice for Spokane location and gave him updated contact info 02.11.25 - We take 20% off every order for them to have FireLine Fridays 02.27.25,$3.00-1g /$10.00- 3.5g/ $38- 14g/ $75 - 28g/  - 20% off every order for Fireline Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,7,premium
Active,true,2025-02-11,THE VAULT CANNABIS Silvana,88920,Stanwood,Dani is the operational manager and Jesse is the buyer for now,(360) 652-5060 call (425)322-3211 for payment queries,sales@thevaultcannabis.com Dani@thevaultcannabis.com,You have to pick up payment from headquarters in LK Stevens otherwise they will mail the check - they do not do payment upon delivery,Emailed Chase his final invoice for Spokane location and gave him updated contact info 02.11.25 - We take 20% off every order for them to have FireLine Fridays 02.27.25,$3.00-1g /$10.00- 3.5g/ $38- 14g/ $75 - 28g/  - 20% off every order for Fireline Fridays,R2,R2 - Active but stale (>90 days),Seattle Metro,7,premium
,false,,THE WEST SEATTLE MARIJUANA STORE,414868,Seattle,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,false,,THE WORLD FAMOUS CANNABIS STORE,421918,Chimacum,,,,,,,I1,I1 - Unconfirmed cold lead,Other/Unclassified,0,unknown
,true,,THE ZEN DEN,420812,Omak,,,thezendenllc@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I1,"I1 - Confirmed, cold lead",Eastern WA,2,premium
,true,2025-02-20,THEOREM CANNABIS,433824,Kenmore,Natalie,425-406-6797,purchasing@theoremcannabis.com,,Emailed Natalie the buyer. Waiting for feedback and to follow up. - WL,,I2,I2 - Contacted/has notes,Seattle Metro,5,unknown
,true,2025-02-20,Thunder Cannabis Rochester,,Rochester,Robert is the buyer,,tcpm2022@gmail.com,,Emailed Robert the buyer. Waiting for feedback and to follow up. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Other/Unclassified,5,premium
Active,true,2025-02-14,"TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE",433175,Shelton,Michelle is the buyer,360-427-2990,michelle@tjscannabis.com,accept deliveries anyday  and please deliver before 6pm - this is drop and go,I talked to a budtender who confirmed the buyer and email are correct 02.14.25,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ -,R2,R2 - Active but stale (>90 days),South Sound,7,standard
,true,2025-02-12,Tokeland,433417,Tokeland,Hali is the buyer,425-420-0170,hochsner@tokelandcannabis.com,,Reached out to Hali about starting the partnerhip up again and gave her my updated contact info 02.12.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Peninsula/Islands,6,premium
,false,,Token Herb,400209,Eastsound,,,,,,,I1,I1 - Unconfirmed cold lead,NW Washington,0,unknown
Prospect,true,2025-03-04,TOKER FRIENDLY,417486,Airway Heights,Jeff is the buyer,(509) 244-8728,Janderson@tokerfriendlyspokane.com,,"Reached out and confirmed that he is the buyer still with same email address 02.28.25 Called to set up sample drop but no one answered the phone 02.28.25 Emailed Jeff to see if they would accept samples 02.28.25 - sending samples right away, Jeff emailed asking for them 03.04.25",,I4,"I4 - Prospect, samples sent",Eastern WA,5,unknown
,false,,TOP SHELF 420,413782,Olympia,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
,true,,TREEHOUSE CLUB,413369,Spokane Valley,,,purchasing@treehouseclub.buzz,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I1,"I1 - Confirmed, cold lead",Eastern WA,2,premium
,true,,TRIPPY HIPPIE CANNABIS CO.,413529,Bellingham,Erin,,manager@trippyhippiecannabis.com,,talked to budtender - call back next monday to touch base,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,NW Washington,4,premium
,true,,TROVE MEDICAL AND RECREATIONAL,414871,Bellingham,Summer,,purchasing@trovecannabis.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I1,"I1 - Confirmed, cold lead",NW Washington,3,premium
,true,2025-05-27,TRU GREENTHUMB,407950,Castle Rock,Ayla,(360) 967-2634,TruGreenthumborders@gmail.com,,Reached out and offered her lowered pricing to see if that helps move the product faster then it has been.,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I2,I2 - Contacted/has notes,SW Washington,6,standard
,true,2025-10-10,UNCLE ANDO'S WURLD OF WEED,415045,Centralia,Rianna,(360) 736-0564,rianna@uncleandos.com,,"10.10.25 - RM reached out to Rianna, the Buyer at Uncle Ando's to see if I can get a meeting with her in the next couple of weeks and get her samples. 

Emailed Jarod to see if they need a restock and to send any old prodcut back for a refund 05.20.25 - His response:  We still have most of our inventory from the initial order. Given the slow sell through rate, it's unlikely we'll put in another order.  Maybe you could come out for a vendor day to help educate our budtenders and move some product?",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,South Sound,6,premium
,true,2025-10-13,UNCLE IKE'S Olive way,413996,Seattle,Rachael Curry,,rachael.curry@ikes.com,SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",,I4,I4 - Samples sent,Seattle Metro,5,unknown
,true,2025-10-13,UNCLE IKE'S,414533,Seattle,Rachael Curry,,rachael.curry@ikes.com,SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",,I4,I4 - Samples sent,Seattle Metro,5,unknown
,true,2025-10-13,UNCLE IKE'S,421141,Seattle,Rachael Curry,,rachael.curry@ikes.com,SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",,I4,I4 - Samples sent,Seattle Metro,5,unknown
,true,2025-10-13,UNCLE IKE'S white Center,421514,Seattle,Rachael Curry,,rachael.curry@ikes.com,SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",,I4,I4 - Samples sent,Seattle Metro,5,unknown
,true,2025-10-13,UNCLE IKE'S - Lake City Way,433474,Seattle,Rachael Curry,,rachael.curry@ikes.com,SCHEDULE ON SITE     https://ikes.com/vendordelivery/,"10.13.25 - Left VM for Rachael and also sent her a Text Message. 

Sent an email to Rachael. Going to follow up with samples and work to schedule a meeting - WL",,I4,I4 - Samples sent,Seattle Metro,5,unknown
,true,2025-05-27,UNCLE WILLIE'S CANNABIS,431706,Kelso,Jay is the buyer,(564) 217-4150,jay@unclewilliescannabis.com,,Reached out with a price change and to see how FireLine is selling along with a possibly partnership with daily deals.,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I2,I2 - Contacted/has notes,SW Washington,6,standard
,true,,VIBE CANNABIS CO.,434798,Kelso,Amyjo,,orders@vibethc.com,,,,I1,"I1 - Confirmed, cold lead",SW Washington,2,unknown
,true,,W.C.W. ENTERPRISES,415445,Everson,Liz,360.392.8309,purchasing@wcwenterprises.com,,,,I1,"I1 - Confirmed, cold lead",NW Washington,3,unknown
,false,,WALLA WALLA CANNABIS COMPANY,415641,Walla Walla,,,,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I1,I1 - Unconfirmed cold lead,Eastern WA,1,premium
Active,true,2025-06-10,WALLA WALLA WEEDERY,434392,Walla Walla,Shawn is the buyer,(509) 876-4279 - store - shawns cell # 509-200-8241,wallawallaweedery@gmail.com,,Reached out to Shawn about how FIreLIne is doing in there stores. He said everythng is going great and should be placing another order todya or tomorrow 05.20.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - give him 20% off every order,R2,R2 - Active but stale (>90 days),Eastern WA,6,premium
,false,,"WASHINGTON O G, LLC",431327,Seattle,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,2025-02-21,WESTERN BUD,426849,Anacortes,Ely is the buyer,(360) 293-4200,Ely@westernbud.com,,Called about an order - let them know we have photos and are sending samples,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,NW Washington,6,premium
,true,2025-02-21,WESTERN BUD,421707,Bellingham,Aubree -buyer,,aubree@westernbud.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,NW Washington,4,premium
,true,2025-02-21,WESTERN BUD,422037,Burlington,Holly,,holly@westernbud.com  cristal@westernbud.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,NW Washington,4,premium
Active,true,2025-05-20,WESTSIDE420 RECREATIONAL,412466,Longview,Sally Anne,(360) 270-0046,westside420recreational@yahoo.com,,Reached out to see if she is ready for a restock and to send back any old flower. 05.20.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),SW Washington,6,premium
,true,,WHIDBEY RETAIL GROUP,423993,Freeland,Kathleen,360.321.6151,kathy.wicc@gmail.com,,,,I1,"I1 - Confirmed, cold lead",NW Washington,3,unknown
,true,2025-02-25,WHITE RABBIT RETAIL,414398,Lynnwood,Craig - Owner,,kmbllcrg@gmail.com,,Emailed and texted Craig about getting some orders going. Going to follow up with him. - WL,,I5,I5 - Near order / has ordered,Seattle Metro,4,unknown
,false,,WORLD OF WEED,414449,Tacoma,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
,true,2025-02-28,YAKIMA WEED CO North,353928,Yakima,"Michael is the buyer, Victor is the buyer",(509) 571-1616,Michael@yakimaweedco.com victor@yakimaweedco.com,,Emailed Mike and Victor about getting some new orders in. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,Eastern WA,6,premium
,true,2025-02-28,YAKIMA WEED CO South,430876,Union Gap,"Michael is the buyer, Victor is the buyer",(509) 490-3773,Michael@yakimaweedco.com victor@yakimaweedco.com,,Emailed about us making mock orders with samples for both locations,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,Eastern WA,6,premium
,false,,ZIA RECREATIONAL,415488,Hoquiam,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
Active,false,2025-03-10,Zips Everett (BLOOM) - Pretty sure they are Kush 21 now,350766,Everett,"Blaine,  Stefani, Alex  and Tre are the buyers",253-999-7690 - Blaine's cell number Tre cell # 253-348-0719,Blaine@zipscannabis.com purchasing@zipscannabis.com Intake@zipscannabis.com tre@zipscannabis.com Alejandra@zipscannabis.com Stefanie@zipscannabis.com,Monday - Friday 8am-4pm,Likes to commuicate via text message - Called and talked to Blaine today who let me know he has 2 buyers at the moment - 1 for sodo location and one for the rest of the stores  02.06.25 Reached out to Tre about a restock for this location 03.10.25 NC,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $59.00 - 28g/  Infus prolls -$2.70/ 8pk infus 8pk $10.80 - all live resin is $7 - Blue label $35.00 ozs,R2,R2 - Active but stale (>90 days),Seattle Metro,7,standard
Active,false,2025-02-06,Zips Hwy 512 (BLOOM),414103,Tacoma,"Blaine,  Stefani, Alex  and Tre are the buyers",253-999-7690 - Blaine's cell number,Blaine@zipscannabis.com purchasing@zipscannabis.com Intake@zipscannabis.com tre@zipscannabis.com Alejandra@zipscannabis.com Stefanie@zipscannabis.com,Monday - Friday 8am-4pm,Likes to commuicate via text message - Called and talked to Blaine today who let me know he has 2 buyers at the moment - 1 for sodo location and one for the rest of the stores  02.06.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7 - blue label ozs $35,R2,R2 - Active but stale (>90 days),South Sound,7,standard
