Status,Confirmed:,Last Contacted:,Retailers:,License #,City:,Contact Buyer:,Phone Number:,Email: ,Delivery window:, Notes:,Price Points:
,FALSE,,WALLA WALLA CANNABIS COMPANY,415641,WALLA WALLA,,,,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active ,TRUE,06.10.25,WALLA WALLA WEEDERY,434392,WALLA WALLA,Shawn is the buyer ,(509) 876-4279 - store - shawns cell # 509-200-8241,wallawallaweedery@gmail.com,,Reached out to Shawn about how FIreLIne is doing in there stores. He said everythng is going great and should be placing another order todya or tomorrow 05.20.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - give him 20% off every order
,FALSE,,"WASHINGTON O G, LLC",431327,SEATTLE,,,,,,
,TRUE,2.21.25,WESTERN BUD,426849,ANACORTES,Ely is the buyer ,(360) 293-4200, Ely@westernbud.com,,Called about an order - let them know we have photos and are sending samples,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,2.21.25,WESTERN BUD,421707,BELLINGHAM,Aubree -buyer,,aubree@westernbud.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,2.21.25,WESTERN BUD,422037,BURLINGTON,Holly,,holly@westernbud.com  cristal@westernbud.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,05.20.25,WESTSIDE420 RECREATIONAL,412466,LONGVIEW,Sally Anne,(360) 270-0046,westside420recreational@yahoo.com,,Reached out to see if she is ready for a restock and to send back any old flower. 05.20.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,WHIDBEY RETAIL GROUP,423993,FREELAND,Kathleen,360.321.6151,kathy.wicc@gmail.com,,,
,TRUE,2.25.25,WHITE RABBIT RETAIL,414398,LYNNWOOD,Craig - Owner,,kmbllcrg@gmail.com,,Emailed and texted Craig about getting some orders going. Going to follow up with him. - WL,
,FALSE,,WORLD OF WEED,414449,TACOMA,,,,,,
,TRUE,2.28.25,YAKIMA WEED CO North,353928,YAKIMA,"Michael is the buyer, Victor is the buyer",(509) 571-1616,Michael@yakimaweedco.com victor@yakimaweedco.com,,Emailed Mike and Victor about getting some new orders in. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,2.28.25,YAKIMA WEED CO South,430876,UNION GAP,"Michael is the buyer, Victor is the buyer",(509) 490-3773,Michael@yakimaweedco.com victor@yakimaweedco.com,,Emailed about us making mock orders with samples for both locations,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,ZIA RECREATIONAL,415488,HOQUIAM,,,,,,
Active ,FALSE,03.10.25,Zips Everett (BLOOM) - Pretty sure they are Kush 21 now,350766,EVERETT,"Blaine,  Stefani, Alex  and Tre are the buyers ",253-999-7690 - Blaine's cell number Tre cell # 253-348-0719 ,Blaine@zipscannabis.com purchasing@zipscannabis.com Intake@zipscannabis.com tre@zipscannabis.com Alejandra@zipscannabis.com Stefanie@zipscannabis.com, Monday - Friday 8am-4pm,Likes to commuicate via text message - Called and talked to Blaine today who let me know he has 2 buyers at the moment - 1 for sodo location and one for the rest of the stores  02.06.25 Reached out to Tre about a restock for this location 03.10.25 NC,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $59.00 - 28g/  Infus prolls -$2.70/ 8pk infus 8pk $10.80 - all live resin is $7 - Blue label $35.00 ozs
Active ,FALSE,02.06.25,Zips Hwy 512 (BLOOM),414103,TACOMA,"Blaine,  Stefani, Alex  and Tre are the buyers ",253-999-7690 - Blaine's cell number,Blaine@zipscannabis.com purchasing@zipscannabis.com Intake@zipscannabis.com tre@zipscannabis.com Alejandra@zipscannabis.com Stefanie@zipscannabis.com, Monday - Friday 8am-4pm,Likes to commuicate via text message - Called and talked to Blaine today who let me know he has 2 buyers at the moment - 1 for sodo location and one for the rest of the stores  02.06.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7 - blue label ozs $35
Active ,TRUE,02.06.25,ZIPS CANNABIS Downtown,358302,TACOMA,"Blaine,  Stefani, Alex  and Tre are the buyers ",253-999-7690 - Blaine's cell number,Blaine@zipscannabis.com purchasing@zipscannabis.com Intake@zipscannabis.com tre@zipscannabis.com Alejandra@zipscannabis.com Stefanie@zipscannabis.com, Monday - Friday 8am-4pm,Likes to commuicate via text message - Called and talked to Blaine today who let me know he has 2 buyers at the moment - 1 for sodo location and one for the rest of the stores  02.06.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7 blue label ozs $35 blue label ozs $35
Active ,TRUE,02.06.25,ZIPS CANNABIS 6th,362816,TACOMA,"Blaine,  Stefani, Alex  and Tre are the buyers ",253-999-7690 - Blaine's cell number,Blaine@zipscannabis.com purchasing@zipscannabis.com Intake@zipscannabis.com tre@zipscannabis.com Alejandra@zipscannabis.com Stefanie@zipscannabis.com, Monday - Friday 8am-4pm,Likes to commuicate via text message - Called and talked to Blaine today who let me know he has 2 buyers at the moment - 1 for sodo location and one for the rest of the stores  02.06.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7 blue label ozs $35 blue label ozs $35
Active,TRUE,03.25.25,Zips Puyallup 176th,437888,Puyallup,"Blaine,  Stefani, Alex  and Tre are the buyers ",253-999-7690 - Blaine's cell number  Tre's cell # 253-348-0719,Blaine@zipscannabis.com purchasing@zipscannabis.com Intake@zipscannabis.com tre@zipscannabis.com Alejandra@zipscannabis.com Stefanie@zipscannabis.com, Monday - Friday 8am-4pm,This store is opening april 1st and they would like a rushed order 03.25.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7 blue label ozs $35
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
,FALSE,,,,,,,,,,
